"index","x","y","letter","order"
"1",0,0.612785388127854,"0",1
"2",0.0014367816091954,0.613698630136986,"0",2
"3",0.00431034482758621,0.661187214611872,"0",3
"4",0.0114942528735632,0.702283105022831,"0",4
"5",0.0201149425287356,0.735159817351598,"0",5
"6",0.0402298850574713,0.787214611872146,"0",6
"7",0.0689655172413793,0.836529680365297,"0",7
"8",0.102011494252874,0.875799086757991,"0",8
"9",0.14367816091954,0.911415525114155,"0",9
"10",0.186781609195402,0.937899543378995,"0",10
"11",0.211206896551724,0.949771689497717,"0",11
"12",0.245689655172414,0.963470319634703,"0",12
"13",0.28448275862069,0.975342465753425,"0",13
"14",0.329022988505747,0.985388127853881,"0",14
"15",0.399425287356322,0.995433789954338,"0",15
"16",0.452586206896552,0.999086757990868,"0",16
"17",0.492816091954023,1,"0",17
"18",0.545977011494253,0.999086757990868,"0",18
"19",0.59051724137931,0.99634703196347,"0",19
"20",0.666666666666667,0.986301369863014,"0",20
"21",0.725574712643678,0.972602739726027,"0",21
"22",0.764367816091954,0.959817351598173,"0",22
"23",0.793103448275862,0.947945205479452,"0",23
"24",0.818965517241379,0.935159817351598,"0",24
"25",0.846264367816092,0.918721461187215,"0",25
"26",0.885057471264368,0.888584474885845,"0",26
"27",0.903735632183908,0.870319634703196,"0",27
"28",0.92816091954023,0.841095890410959,"0",28
"29",0.943965517241379,0.817351598173516,"0",29
"30",0.961206896551724,0.785388127853881,"0",30
"31",0.982758620689655,0.726940639269406,"0",31
"32",0.992816091954023,0.68310502283105,"0",32
"33",1,0.621917808219178,"0",33
"34",1,0.383561643835616,"0",34
"35",0.994252873563218,0.329680365296804,"0",35
"36",0.982758620689655,0.276712328767123,"0",36
"37",0.96551724137931,0.227397260273973,"0",37
"38",0.948275862068966,0.192694063926941,"0",38
"39",0.931034482758621,0.165296803652968,"0",39
"40",0.896551724137931,0.124200913242009,"0",40
"41",0.863505747126437,0.0949771689497717,"0",41
"42",0.820402298850575,0.0666666666666667,"0",42
"43",0.78735632183908,0.0502283105022831,"0",43
"44",0.755747126436782,0.0374429223744292,"0",44
"45",0.711206896551724,0.0237442922374429,"0",45
"46",0.660919540229885,0.0127853881278539,"0",46
"47",0.617816091954023,0.00639269406392694,"0",47
"48",0.566091954022989,0.00182648401826484,"0",48
"49",0.508620689655172,0,"0",49
"50",0.455459770114943,0.00091324200913242,"0",50
"51",0.403735632183908,0.0045662100456621,"0",51
"52",0.359195402298851,0.0100456621004566,"0",52
"53",0.307471264367816,0.0200913242009132,"0",53
"54",0.272988505747126,0.0292237442922374,"0",54
"55",0.235632183908046,0.0420091324200913,"0",55
"56",0.209770114942529,0.0529680365296804,"0",56
"57",0.179597701149425,0.0684931506849315,"0",57
"58",0.147988505747126,0.0885844748858448,"0",58
"59",0.119252873563218,0.111415525114155,"0",59
"60",0.102011494252874,0.127853881278539,"0",60
"61",0.0660919540229885,0.171689497716895,"0",61
"62",0.0373563218390805,0.222831050228311,"0",62
"63",0.0172413793103448,0.278538812785388,"0",63
"64",0.00431034482758621,0.341552511415525,"0",64
"65",0,0.388127853881279,"0",65
"66",0,0.612785388127854,"0",66
"67",0.252873563218391,0.613698630136986,"0",67
"68",0.252873563218391,0.361643835616438,"0",68
"69",0.257183908045977,0.323287671232877,"0",69
"70",0.264367816091954,0.288584474885845,"0",70
"71",0.277298850574713,0.251141552511416,"0",71
"72",0.295977011494253,0.216438356164384,"0",72
"73",0.323275862068966,0.184474885844749,"0",73
"74",0.339080459770115,0.171689497716895,"0",74
"75",0.366379310344828,0.155251141552511,"0",75
"76",0.397988505747126,0.142465753424658,"0",76
"77",0.436781609195402,0.133333333333333,"0",77
"78",0.48132183908046,0.128767123287671,"0",78
"79",0.522988505747126,0.128767123287671,"0",79
"80",0.554597701149425,0.131506849315068,"0",80
"81",0.591954022988506,0.138812785388128,"0",81
"82",0.617816091954023,0.14703196347032,"0",82
"83",0.647988505747126,0.161643835616438,"0",83
"84",0.668103448275862,0.175342465753425,"0",84
"85",0.691091954022989,0.197260273972603,"0",85
"86",0.71551724137931,0.2337899543379,"0",86
"87",0.727011494252874,0.26027397260274,"0",87
"88",0.737068965517241,0.294063926940639,"0",88
"89",0.742816091954023,0.324200913242009,"0",89
"90",0.747126436781609,0.368949771689498,"0",90
"91",0.747126436781609,0.631963470319635,"0",91
"92",0.744252873563218,0.667579908675799,"0",92
"93",0.735632183908046,0.714155251141553,"0",93
"94",0.722701149425287,0.752511415525114,"0",94
"95",0.701149425287356,0.790867579908676,"0",95
"96",0.683908045977011,0.810958904109589,"0",96
"97",0.669540229885057,0.823744292237443,"0",97
"98",0.639367816091954,0.842922374429224,"0",98
"99",0.616379310344828,0.85296803652968,"0",99
"100",0.593390804597701,0.86027397260274,"0",100
"101",0.567528735632184,0.865753424657534,"0",101
"102",0.525862068965517,0.870319634703196,"0",102
"103",0.472701149425287,0.870319634703196,"0",103
"104",0.443965517241379,0.867579908675799,"0",104
"105",0.40948275862069,0.861187214611872,"0",105
"106",0.385057471264368,0.853881278538813,"0",106
"107",0.35632183908046,0.841095890410959,"0",107
"108",0.333333333333333,0.82648401826484,"0",108
"109",0.311781609195402,0.807305936073059,"0",109
"110",0.293103448275862,0.783561643835616,"0",110
"111",0.277298850574713,0.754337899543379,"0",111
"112",0.265804597701149,0.722374429223744,"0",112
"113",0.258620689655172,0.691324200913242,"0",113
"114",0.252873563218391,0.646575342465753,"0",114
"115",0.252873563218391,0.614611872146119,"0",115
"116",0.252873563218391,0.613698630136986,"0",116
"117",0,0.612785388127854,"0",117
"118",0.22,0.856875584658559,"1",1
"119",0.745400457665904,0.998129092609916,"1",2
"120",0.753089244851259,1,"1",3
"121",0.78,1,"1",4
"122",0.78,0,"1",5
"123",0.555743707093822,0,"1",6
"124",0.555743707093822,0.799812909260992,"1",7
"125",0.551899313501144,0.800748362956034,"1",8
"126",0.52883295194508,0.795135640785781,"1",9
"127",0.22,0.717492984097287,"1",10
"128",0.22,0.855940130963517,"1",11
"129",0.22,0.856875584658559,"1",12
"130",0,0.695088044485635,"2",1
"131",0.00135869565217391,0.696014828544949,"2",2
"132",0.00135869565217391,0.713623725671918,"2",3
"133",0.00543478260869565,0.739573679332715,"2",4
"134",0.0135869565217391,0.768303985171455,"2",5
"135",0.0230978260869565,0.79147358665431,"2",6
"136",0.0421195652173913,0.82483781278962,"2",7
"137",0.0557065217391304,0.843373493975904,"2",8
"138",0.0855978260869565,0.8758109360519,"2",9
"139",0.107336956521739,0.894346617238184,"2",10
"140",0.134510869565217,0.913809082483781,"2",11
