"index","x","y","letter","order"
"1",0,0.543175487465181,"0",1
"2",0.00140056022408964,0.544103992571959,"0",2
"3",0.00140056022408964,0.567316620241411,"0",3
"4",0.00560224089635854,0.610027855153203,"0",4
"5",0.0196078431372549,0.691736304549675,"0",5
"6",0.0266106442577031,0.71866295264624,"0",6
"7",0.0406162464985994,0.757660167130919,"0",7
"8",0.0588235294117647,0.795728876508821,"0",8
"9",0.0910364145658263,0.844939647168059,"0",9
"10",0.113445378151261,0.870937790157846,"0",10
"11",0.128851540616246,0.885793871866295,"0",11
"12",0.159663865546218,0.910863509749304,"0",12
"13",0.186274509803922,0.928505106778087,"0",13
"14",0.2296918767507,0.951717734447539,"0",14
"15",0.260504201680672,0.964716805942433,"0",15
"16",0.294117647058824,0.97585886722377,"0",16
"17",0.336134453781513,0.986072423398329,"0",17
"18",0.368347338935574,0.991643454038997,"0",18
"19",0.442577030812325,0.999071494893222,"0",19
"20",0.536414565826331,1,"0",20
"21",0.609243697478992,0.994428969359331,"0",21
"22",0.645658263305322,0.988857938718663,"0",22
"23",0.680672268907563,0.981429897864438,"0",23
"24",0.745098039215686,0.96100278551532,"0",24
"25",0.777310924369748,0.947075208913649,"0",25
"26",0.803921568627451,0.933147632311978,"0",26
"27",0.855742296918767,0.896935933147632,"0",27
"28",0.892156862745098,0.861652739090065,"0",28
"29",0.925770308123249,0.816155988857939,"0",29
"30",0.952380952380952,0.7669452181987,"0",30
"31",0.973389355742297,0.711234911792015,"0",31
"32",0.985994397759104,0.661095636025998,"0",32
"33",0.994397759103641,0.605385329619313,"0",33
"34",1,0.515320334261838,"0",34
"35",0.99859943977591,0.439182915506035,"0",35
"36",0.991596638655462,0.371402042711235,"0",36
"37",0.974789915966387,0.288765088207985,"0",37
"38",0.959383753501401,0.244196843082637,"0",38
"39",0.932773109243697,0.191272051996286,"0",39
"40",0.897759103641457,0.142989786443825,"0",40
"41",0.873949579831933,0.117920148560817,"0",41
"42",0.857142857142857,0.103064066852368,"0",42
"43",0.810924369747899,0.0705663881151346,"0",43
"44",0.785714285714286,0.0566388115134633,"0",44
"45",0.752100840336134,0.0408542246982358,"0",45
"46",0.69047619047619,0.0204271123491179,"0",46
"47",0.641456582633053,0.010213556174559,"0",47
"48",0.607843137254902,0.00557103064066852,"0",48
"49",0.565826330532213,0.00185701021355617,"0",49
"50",0.519607843137255,0,"0",50
"51",0.480392156862745,0,"0",51
"52",0.42296918767507,0.00278551532033426,"0",52
"53",0.378151260504202,0.0074280408542247,"0",53
"54",0.334733893557423,0.0148560817084494,"0",54
"55",0.289915966386555,0.0259981429897864,"0",55
"56",0.257703081232493,0.0371402042711235,"0",56
"57",0.225490196078431,0.0510677808727948,"0",57
"58",0.19047619047619,0.0696378830083565,"0",58
"59",0.148459383753501,0.0984215413184772,"0",59
"60",0.128851540616246,0.115134633240483,"0",60
"61",0.103641456582633,0.141132776230269,"0",61
"62",0.0826330532212885,0.168059424326834,"0",62
"63",0.0630252100840336,0.198700092850511,"0",63
"64",0.0392156862745098,0.247910863509749,"0",64
"65",0.0210084033613445,0.305478180129991,"0",65
"66",0.00700280112044818,0.381615598885794,"0",66
"67",0,0.459610027855153,"0",67
"68",0,0.543175487465181,"0",68
"69",0.133053221288515,0.544103992571959,"0",69
"70",0.131652661064426,0.465181058495822,"0",70
"71",0.134453781512605,0.415970287836583,"0",71
"72",0.141456582633053,0.35933147632312,"0",72
"73",0.149859943977591,0.317548746518106,"0",73
"74",0.159663865546218,0.283194057567317,"0",74
"75",0.172268907563025,0.250696378830084,"0",75
"76",0.189075630252101,0.218198700092851,"0",76
"77",0.208683473389356,0.18941504178273,"0",77
"78",0.236694677871148,0.158774373259053,"0",78
"79",0.256302521008403,0.142061281337047,"0",79
"80",0.288515406162465,0.120705663881151,"0",80
"81",0.322128851540616,0.103992571959146,"0",81
"82",0.355742296918768,0.0919220055710306,"0",82
"83",0.389355742296919,0.0835654596100279,"0",83
"84",0.42436974789916,0.0779944289693593,"0",84
"85",0.469187675070028,0.074280408542247,"0",85
"86",0.532212885154062,0.074280408542247,"0",86
"87",0.582633053221289,0.0789229340761374,"0",87
"88",0.621848739495798,0.0863509749303621,"0",88
"89",0.65406162464986,0.095636025998143,"0",89
"90",0.683473389355742,0.107706592386258,"0",90
"91",0.707282913165266,0.120705663881151,"0",91
"92",0.735294117647059,0.139275766016713,"0",92
"93",0.754901960784314,0.155060352831941,"0",93
"94",0.781512605042017,0.181987000928505,"0",94
"95",0.801120448179272,0.207985143918292,"0",95
"96",0.820728291316527,0.242339832869081,"0",96
"97",0.838935574229692,0.285979572887651,"0",97
"98",0.848739495798319,0.319405756731662,"0",98
"99",0.855742296918767,0.353760445682451,"0",99
"100",0.862745098039216,0.405756731662024,"0",100
"101",0.866946778711485,0.459610027855153,"0",101
"102",0.865546218487395,0.568245125348189,"0",102
"103",0.854341736694678,0.657381615598886,"0",103
"104",0.84593837535014,0.694521819870009,"0",104
"105",0.834733893557423,0.72794800371402,"0",105
"106",0.805322128851541,0.78644382544104,"0",106
"107",0.782913165266106,0.817084493964717,"0",107
"108",0.76750700280112,0.833797585886722,"0",108
"109",0.740896358543417,0.857010213556175,"0",109
"110",0.704481792717087,0.881151346332405,"0",110
"111",0.679271708683473,0.894150417827298,"0",111
"112",0.648459383753501,0.906220984215413,"0",112
"113",0.605042016806723,0.91736304549675,"0",113
"114",0.568627450980392,0.922934076137419,"0",114
"115",0.514005602240896,0.926648096564531,"0",115
"116",0.457983193277311,0.925719591457753,"0",116
"117",0.414565826330532,0.921077065923863,"0",117
"118",0.378151260504202,0.913649025069638,"0",118
"119",0.350140056022409,0.905292479108635,"0",119
"120",0.319327731092437,0.892293407613742,"0",120
"121",0.291316526610644,0.876508820798514,"0",121
"122",0.253501400560224,0.848653667595172,"0",122
"123",0.225490196078431,0.820798514391829,"0",123
"124",0.203081232492997,0.79108635097493,"0",124
"125",0.189075630252101,0.767873723305478,"0",125
"126",0.166666666666667,0.719591457753018,"0",126
"127",0.148459383753501,0.658310120705664,"0",127
"128",0.138655462184874,0.601671309192201,"0",128
"129",0.133053221288515,0.545032497678737,"0",129
"130",0.133053221288515,0.544103992571959,"0",130
"131",0,0.543175487465181,"0",131
"132",0.22,0.803030303030303,"1",1
"133",0.326521739130435,0.808712121212121,"1",2
"134",0.414782608695652,0.817234848484849,"1",3
"135",0.466521739130435,0.826704545454545,"1",4
"136",0.515217391304348,0.840909090909091,"1",5
"137",0.548695652173913,0.855113636363636,"1",6
"138",0.576086956521739,0.871212121212121,"1",7
"139",0.600434782608696,0.890151515151515,"1",8
"140",0.614130434782609,0.903409090909091,"1",9
"141",0.638478260869565,0.935606060606061,"1",10
"142",0.652173913043478,0.962121212121212,"1",11
"143",0.665869565217391,1,"1",12
"144",0.78,1,"1",13
"145",0.78,0,"1",14
"146",0.635434782608696,0,"1",15
"147",0.635434782608696,0.743371212121212,"1",16
"148",0.22,0.744318181818182,"1",17
"149",0.22,0.802083333333333,"1",18
"150",0.22,0.803030303030303,"1",19
"151",0,0.00662878787878788,"2",1
